Year,IDCENSUS,NAME,CONUM,CSA,CBSA,NCESID,ENROLL,TOTALREV,TFEDREV,FEDRCOMP,FEDRSPEC,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRSPEC,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD
2016,21100100130100,ALLEGANY COUNTY PUBLIC SCHOOLS,24001,N,19060,2400030,8812,130402,12281,2653,2512,3026,4090,85997,40649,6881,4586,33881,32124,0,0,30124,0,71,1257,672,128183,123876,72255,35685,79525,48589,25376,39019,5089,5969,710,8012,19239,5332,3675,44,588,1226,0,1160,100,9.4,2,65.9,31.2,24.6,23.1,0.1,1,14043,8200,4050,9025,5514,2880,4428,578,677,81,909
2016,21100200230100,ANNE ARUNDEL CO SCHS,24003,548,12580,2400060,80387,1206658,55404,10300,17759,16659,10686,441426,210136,27854,22801,180635,709828,0,0,695132,0,560,11221,2915,1257907,1062854,768351,271710,671686,429922,194089,362543,44449,52524,7761,78680,179129,28625,143045,23345,28663,47003,0,41210,100,4.6,0.9,36.6,17.4,58.8,57.6,0,0.9,13215,9558,3380,8356,5348,2414,4510,553,653,97,979
2016,21100300330100,BALTIMORE COUNTY SCHOOLS,24005,548,12580,2400120,111138,1782381,102256,26382,25992,31245,18637,749315,375855,51338,29834,292288,930810,0,0,910296,0,2580,13641,4293,1728277,1502073,1061877,397003,920119,585470,271420,536378,81864,68773,10546,112722,262473,45576,169858,42389,13957,32149,0,25813,100,5.7,1.5,42,21.1,52.2,51.1,0.1,0.8,13512,9555,3572,8279,5268,2442,4826,737,619,95,1014
2016,21100500430100,CALVERT CO SCHS,24009,548,47900,2400150,16017,235345,10233,1653,3229,1620,3731,94034,57547,4510,5690,26287,131078,0,0,123423,0,0,1875,5780,228475,220067,134906,56660,141064,92099,43464,72055,9964,7448,1228,12405,41010,6948,4886,2004,1518,5474,0,5347,100,4.3,0.7,40,24.5,55.7,52.4,0,0.8,13619,8423,3537,8807,5750,2714,4499,622,465,77,774
2016,21100600530100,CAROLINE CO SCHS,24011,N,N,2400180,5602,82819,7832,1539,1394,2477,2422,56872,26317,2597,2635,25323,18115,0,0,13765,0,0,723,3627,78083,73732,44571,18587,44481,28801,13063,24695,3872,3951,750,4871,11251,4556,2414,1427,510,1130,0,1574,100,9.5,1.9,68.7,31.8,21.9,16.6,0,0.9,12957,7956,3318,7940,5141,2332,4408,691,705,134,870
2016,21100700630100,CARROLL CO SCHS,24013,548,12580,2400210,25551,368005,13486,2293,5656,2749,2788,155112,95184,10549,9658,39721,199407,0,0,194155,0,117,3980,1155,348448,335452,200694,90685,206505,129955,64998,122712,18601,17381,1317,23875,61538,6235,8859,193,3944,12414,0,8635,100,3.7,0.6,42.1,25.9,54.2,52.8,0,1.1,13116,7855,3549,8082,5086,2544,4803,728,680,52,934
2016,21100800730100,CECIL COUNTY PUBLIC SCHOOLS,24015,428,37980,2400240,15859,229420,13322,2835,3643,4192,2652,117491,63468,7676,5061,41286,98607,0,0,88051,0,0,1985,8571,220778,201661,134033,51111,127570,83794,36892,67510,9891,9866,1329,15244,31180,6581,13650,2812,2655,5693,0,4873,100,5.8,1.2,51.2,27.7,43,38.4,0,0.9,12708,8452,3223,8044,5284,2326,4257,624,622,84,961
2016,21100900830100,CHARLES CO SCHS,24017,548,47900,2400270,26307,403612,18628,3570,4987,6445,3626,196303,107267,9255,10548,69233,188681,0,0,179852,0,0,6338,2491,399543,366944,231924,91438,213389,141613,61895,138505,20050,17188,1257,21997,78013,15050,26420,3282,2897,8583,0,9576,100,4.6,0.9,48.6,26.6,46.7,44.6,0,1.6,13839,8816,3476,8111,5383,2353,5265,762,653,48,836
2016,21101000930100,DORCHESTER CO SCHS,24019,548,15700,2400300,4739,73089,7739,2016,1153,2155,2415,43616,20469,1035,0,22112,21734,0,0,20592,0,0,489,653,72388,69629,41246,16339,41511,25287,11255,25351,3232,5315,574,5357,10873,2767,2138,64,557,0,0,0,100,10.6,2.8,59.7,28,29.7,28.2,0,0.7,14678,8704,3448,8759,5336,2375,5349,682,1122,121,1130
2016,21101101030100,FREDERICK CO SCHOOLS,24021,548,47900,2400330,40655,632203,16281,4215,7568,48,4450,287412,160074,14397,12163,100778,328510,0,0,320147,0,0,5969,2394,611867,533357,383394,152037,332226,212780,109608,188006,26848,40011,1509,33893,85745,13125,67950,2551,8009,24950,0,22069,100,2.6,0.7,45.5,25.3,52,50.6,0,0.9,13090,9430,3740,8172,5234,2696,4624,660,984,37,834
2016,21101201130100,GARRETT COUNTY SCHOOLS,24023,N,N,2400360,3856,58080,5288,1192,1047,1545,1504,23540,9745,1060,2936,9799,29252,0,0,27155,0,0,795,1302,57680,55648,34103,14457,31102,20335,9246,21427,3258,2629,521,2834,12185,3119,1473,559,0,0,0,0,100,9.1,2.1,40.5,16.8,50.4,46.8,0,1.4,14336,8844,3749,8066,5274,2398,5557,845,682,135,735
2016,21101301230100,HARFORD CO SCH,24025,548,12580,2400390,37448,563870,27452,4868,8642,7802,6140,241026,134911,17061,12451,76603,295392,0,0,281900,0,253,8339,4900,540127,477044,299903,140688,290243,180452,98820,169501,21524,20928,1861,30601,94587,17300,37706,14445,10932,19800,0,20082,100,4.9,0.9,42.7,23.9,52.4,50,0,1.5,12719,8009,3757,7751,4819,2639,4526,575,559,50,817
2016,21101401330100,HOWARD COUNTY SCHOOLS,24027,548,12580,2400420,54870,949631,27394,4741,9530,6766,6357,303945,159413,14260,16504,113768,618292,0,0,605376,0,0,8532,4384,958910,856834,526104,215795,567132,381058,161852,268209,42633,37618,4435,60151,123372,21493,81221,4719,16136,0,0,0,100,2.9,0.5,32,16.8,65.1,63.7,0,0.9,15476,9588,3933,10336,6945,2950,4888,777,686,81,1096
2016,21101501430100,KENT COUNTY SCHOOLS,24029,N,N,2400450,2029,32002,1912,555,605,0,752,11750,2621,802,2556,5771,18340,0,0,17904,0,0,302,134,32524,30282,17587,7627,17449,10942,5340,11582,1605,1771,444,2150,5612,1251,1516,726,0,0,0,0,100,6,1.7,36.7,8.2,57.3,55.9,0,0.9,14885,8668,3759,8600,5393,2632,5708,791,873,219,1060
2016,21101601530100,MONTGOMERY COUNTY SCHOOLS,24031,548,47900,2400480,156380,2898647,112717,21826,32390,36008,22493,833877,339920,53505,39787,400665,1952053,0,0,1917727,0,0,27696,6630,2699290,2379531,1782904,673070,1532954,1033224,464875,788772,95063,165791,10502,160840,356576,57805,226886,42443,50430,98003,0,83439,100,3.9,0.8,28.8,11.7,67.3,66.2,0,1,15195,11401,4304,9803,6607,2973,5044,608,1060,67,1029
2016,21101701630100,PRINCE GEORGES CO SCHS,24033,548,47900,2400510,128936,2206548,145009,36153,28191,56104,24561,1153386,544725,63587,39596,505478,908153,0,0,835057,0,0,20125,52971,2140307,1918402,1277017,484758,1149303,757838,310095,692439,98347,77385,14809,120282,381616,76660,142960,56222,22723,42877,0,70352,100,6.6,1.6,52.3,24.7,41.2,37.8,0,0.9,14851,9904,3760,8914,5878,2405,5370,763,600,115,933
2016,21101801730100,QUEEN ANNES COUNTY SCHOOLS,24035,548,12580,2400540,7717,106294,5518,1238,1587,1085,1608,39748,21910,2026,3312,12500,61028,0,0,59014,0,0,1475,539,104730,98048,63935,25436,64133,42702,19116,31661,4621,3443,521,5717,17359,2254,5088,594,1000,0,0,0,100,5.2,1.2,37.4,20.6,57.4,55.5,0,1.4,12704,8285,3296,8311,5533,2477,4103,599,446,68,741
2016,21101901830100,ST MARYS CO SCHS,24037,548,15680,2400600,17941,250832,17560,2618,3937,3626,7379,120973,64912,5911,6796,43354,112299,0,0,107165,0,6,2762,2366,233078,227086,137401,60135,135420,85347,39765,84219,11125,13036,1190,16317,42551,7447,2502,2267,1223,4313,0,3912,100,7,1,48.2,25.9,44.8,42.7,0,1.1,12635,7658,3352,7548,4757,2216,4694,620,727,66,909
2016,21102001930100,SOMERSET CO SCHS,24039,N,41540,2400570,2908,47460,6222,1629,798,1855,1940,29528,13281,1750,1855,12642,11710,0,0,11433,0,0,88,189,50058,46566,28238,11144,26246,16604,7360,17899,3274,2886,743,3102,7894,2421,3217,5,270,0,0,0,100,13.1,3.4,62.2,28,24.7,24.1,0,0.2,15861,9710,3832,9025,5710,2531,6155,1126,992,256,1067
2016,21102102030100,TALBOT CO SCHS,24041,548,20660,2400630,4625,60612,4655,1076,1094,1184,1301,17210,4559,912,1609,10130,38747,0,0,37515,0,0,633,599,61168,57828,35095,12964,36860,22968,11727,18707,2085,3517,412,3520,9173,2261,2492,48,800,0,0,0,100,7.7,1.8,28.4,7.5,63.9,61.9,0,1,12432,7588,2803,7970,4966,2536,4045,451,760,89,761
2016,21102202130100,WASHINGTON CO SCHS,24043,548,25180,2400660,22303,320318,23739,6388,5039,7895,4417,186298,98686,8423,7101,72088,110281,0,0,106496,0,188,3066,531,319414,294594,185296,75956,180179,114193,53942,102568,13173,16419,1396,19514,52066,11847,19125,4179,1516,4321,0,4662,100,7.4,2,58.2,30.8,34.4,33.2,0.1,1,13206,8308,3406,8079,5120,2419,4599,591,736,63,875
2016,21102302230100,WICOMICO CO SCHOOLS,24045,N,41540,2400690,14790,222114,18703,4935,3204,5633,4931,149229,70825,7518,5205,65681,54182,0,0,51494,0,14,1831,843,223722,201499,134216,52539,119975,78867,36510,73547,13016,12673,1019,14111,32728,7977,18418,975,2830,8203,0,7357,100,8.4,2.2,67.2,31.9,24.4,23.2,0,0.8,13604,9075,3552,8112,5332,2469,4973,880,857,69,954
2016,21102402330100,WORCESTER CO BOARD OF EDUCATION,24047,N,41540,2400720,6660,128956,9087,1774,2404,1771,3138,26343,6531,1759,2981,15072,93526,0,0,92060,0,0,694,772,128590,113939,78806,28928,74116,47322,21449,36877,4362,6982,485,7455,17593,2946,14607,44,0,0,0,0,100,7,1.4,20.4,5.1,72.5,71.4,0,0.5,17066,11833,4344,11129,7105,3221,5537,655,1048,73,1119
2016,21200400130100,BALTIMORE CITY SCHOOLS,24510,548,12580,2400090,83666,1420023,160881,52749,22568,49872,35692,970520,399097,67776,19450,484197,288622,0,0,269216,0,0,1783,17623,1368644,1269079,723143,325350,776316,468833,227428,444686,52306,72193,30439,97690,192058,48077,55559,38826,5180,9979,0,8312,100,11.3,3.7,68.3,28.1,20.3,19,0,0.1,15168,8643,3889,9279,5604,2718,5315,625,863,364,1168
2017,21100100130100,ALLEGANY COUNTY PUBLIC SCHOOLS,24001,N,19060,2400030,8702,151059,11932,2778,2482,2989,3683,106788,41265,10816,4647,50060,32339,0,0,30306,0,0,1195,838,148271,124578,91520,32724,81065,47832,23207,37906,4933,4927,721,8242,19083,5607,23583,76,34,707,0,519,100,7.9,1.8,70.7,27.3,21.4,20.1,0,0.8,14254,10517,3761,9316,5497,2667,4356,567,566,83,947
2017,21100200230100,ANNE ARUNDEL CO SCHS,24003,548,12580,2400060,81379,1276972,58216,12758,17896,16831,10731,469274,220957,27545,23300,197472,749482,0,0,732821,0,0,11606,5055,1274813,1118279,753870,286368,716642,438672,207056,371709,45159,54906,7902,79077,184665,29928,133185,22853,496,17364,0,29640,100,4.6,1,36.7,17.3,58.7,57.4,0,0.9,13735,9264,3519,8806,5390,2544,4568,555,675,97,972
2017,21100300330100,BALTIMORE COUNTY SCHOOLS,24005,548,12580,2400120,112139,1840240,105625,28301,25793,31376,20155,767249,383989,53710,30501,299049,967366,0,0,950077,0,0,13303,3986,1853448,1599369,1123637,406046,1010166,609635,277922,541868,84510,69919,9401,115191,262847,47335,208241,44738,1100,16400,0,15749,100,5.7,1.5,41.7,20.9,52.6,51.6,0,0.7,14256,10020,3621,9008,5436,2478,4832,754,624,84,1027
2017,21100500430100,CALVERT CO SCHS,24009,548,47900,2400150,15950,251983,10997,1741,3566,1564,4126,106601,60771,4672,5736,35422,134385,0,0,128454,0,0,1224,4707,246058,222703,150326,56778,142355,92357,42457,74067,10146,8015,1340,12702,41864,6281,21185,1962,208,4164,0,1311,100,4.4,0.7,42.3,24.1,53.3,51,0,0.5,13869,9425,3560,8925,5790,2662,4644,636,503,84,796
2017,21100600530100,CAROLINE CO SCHS,24011,N,N,2400180,5705,80821,8062,1871,1395,2605,2191,55390,26959,2799,2653,22979,17369,0,0,13983,0,0,779,2607,83220,78786,48253,19077,48344,30650,13343,25642,3891,4082,771,5048,11850,4800,2781,1625,28,559,0,571,100,10,2.3,68.5,33.4,21.5,17.3,0,1,13593,8458,3344,8474,5372,2339,4495,682,716,135,885
2017,21100700630100,CARROLL CO SCHS,24013,548,12580,2400210,25255,382253,13777,2396,5669,2764,2948,159263,95257,10603,9779,43624,209213,0,0,204212,0,0,3454,1547,363640,351042,203711,95962,220725,132666,69533,124124,19135,17095,1310,23115,63469,6193,12170,242,186,8694,0,3720,100,3.6,0.6,41.7,24.9,54.7,53.4,0,0.9,13888,8066,3800,8740,5253,2753,4915,758,677,52,915
2017,21100800730100,CECIL COUNTY PUBLIC SCHOOLS,24015,428,37980,2400240,15633,233512,13645,3104,3710,4232,2599,122748,66008,7948,5192,43600,97119,0,0,85699,0,0,1952,9468,223666,208234,135062,49140,132085,86473,35359,69629,10298,10271,1509,15455,32096,6520,12951,2424,57,3051,0,2642,100,5.8,1.3,52.6,28.3,41.6,36.7,0,0.8,13293,8640,3143,8449,5531,2262,4454,659,657,97,989
2017,21100900830100,CHARLES CO SCHS,24017,548,47900,2400270,26390,414693,20515,4071,5042,6750,4652,192602,110193,11456,10781,60172,201576,0,0,191773,0,0,5870,3933,409894,379407,235550,92023,221219,144279,63313,142163,19463,18402,1212,22204,80882,16025,26446,3756,285,5700,0,2883,100,4.9,1,46.4,26.6,48.6,46.2,0,1.4,14268,8926,3487,8383,5467,2399,5387,738,697,46,841
2017,21101000930100,DORCHESTER CO SCHS,24019,548,15700,2400300,4816,76445,8808,2014,1178,2288,3328,47369,20539,856,2479,23495,20268,0,0,19133,0,0,412,723,76610,70855,44481,16668,42788,25894,11558,25328,3206,4881,576,5405,11260,2739,5692,63,0,0,0,0,100,11.5,2.6,62,26.9,26.5,25,0,0.5,14703,9236,3461,8885,5377,2400,5259,666,1013,120,1122
2017,21101101030100,FREDERICK CO SCHOOLS,24021,548,47900,2400330,41317,671063,23443,4797,7789,6118,4739,279844,160820,14848,12284,91892,367776,0,0,359324,0,0,4640,3812,644308,543920,406316,153766,342737,215588,106681,188022,27701,36225,1664,34821,87611,13161,90452,9558,378,16734,0,8215,100,3.5,0.7,41.7,24,54.8,53.5,0,0.7,13142,9834,3722,8295,5218,2582,4551,670,877,40,843
2017,21101201130100,GARRETT COUNTY SCHOOLS,24023,N,N,2400360,3833,59904,5027,1146,1040,1411,1430,25276,11233,990,2968,10085,29601,0,0,28529,0,0,758,314,58489,55573,32311,14224,31479,20340,9245,20993,3429,2218,423,2803,12120,3101,2552,364,0,0,0,0,100,8.4,1.9,42.2,18.8,49.4,47.6,0,1.3,14378,8430,3711,8213,5307,2412,5477,895,579,110,731
2017,21101301230100,HARFORD CO SCH,24025,548,12580,2400390,37426,562136,30848,5374,8773,8072,8629,235526,135402,16563,12549,71012,295762,0,0,283585,0,0,7586,4591,542666,499523,296197,139706,309883,184892,97714,172973,22000,21472,1782,31376,96343,16667,29901,12943,299,8679,0,11121,100,5.5,1,41.9,24.1,52.6,50.4,0,1.3,13332,7914,3733,8280,4940,2611,4622,588,574,48,838
2017,21101401330100,HOWARD COUNTY SCHOOLS,24027,548,12580,2400420,55626,985502,29160,6246,10130,7119,5665,328277,162353,13904,16664,135356,628065,0,0,615277,0,0,7739,5049,984072,893314,623660,225276,639305,424729,177003,231504,17545,6825,13894,79001,114239,22505,86268,4448,42,0,0,0,100,3,0.6,33.3,16.5,63.7,62.4,0,0.8,15921,11212,4050,11493,7635,3182,4162,315,123,250,1420
2017,21101501430100,KENT COUNTY SCHOOLS,24029,N,N,2400450,2001,31375,2767,718,523,0,1526,11066,2634,643,1567,6222,17542,0,0,17112,0,0,255,175,32638,32136,17085,7888,19068,11620,5750,11824,1695,1544,532,2191,5862,1244,457,45,0,0,0,0,100,8.8,2.3,35.3,8.4,55.9,54.5,0,0.8,16018,8538,3942,9529,5807,2874,5909,847,772,266,1095
2017,21101601530100,MONTGOMERY COUNTY SCHOOLS,24031,548,47900,2400480,159010,3089537,116366,24555,28377,38565,24869,862176,361504,55179,40932,404561,2110995,0,0,2081378,0,0,21211,8406,2901866,2565022,1894901,726381,1694301,1101035,508855,811217,99889,158121,12488,168676,372043,59504,292353,43463,1028,47271,0,50732,100,3.8,0.8,27.9,11.7,68.3,67.4,0,0.7,16109,11917,4568,10655,6924,3200,5102,628,994,79,1061
2017,21101701630100,PRINCE GEORGES CO SCHS,24033,548,47900,2400510,130814,2264929,145542,36774,27853,56695,24220,1210795,581671,65413,39916,523795,908592,0,0,856585,0,0,15047,36960,2247080,2038549,1310168,518786,1253387,776459,335125,709633,101762,74900,14448,124600,393923,75529,152749,54683,1099,21977,0,20900,100,6.4,1.6,53.5,25.7,40.1,37.8,0,0.7,15560,10016,3966,9581,5936,2562,5425,778,573,110,952
2017,21101801730100,QUEEN ANNES COUNTY SCHOOLS,24035,548,12580,2400540,7751,105513,5458,1101,1636,1095,1626,40560,22655,2131,3335,12439,59495,0,0,57401,0,0,1221,873,105967,101304,62462,25839,65460,42760,19314,33561,4668,4377,563,5784,18169,2283,3863,800,0,0,0,0,100,5.2,1,38.4,21.5,56.4,54.4,0,1.2,13070,8059,3334,8445,5517,2492,4330,602,565,73,746
2017,21101901830100,ST MARYS CO SCHS,24037,548,15680,2400600,18067,250154,18674,2963,3820,3615,8276,115008,65692,5934,6864,36518,116472,0,0,112872,0,0,2427,1173,246718,238247,137986,60837,142892,88610,40244,88044,11625,13252,1219,16538,45410,7311,6486,1964,21,3121,0,1192,100,7.5,1.2,46,26.3,46.6,45.1,0,1,13151,7637,3367,7909,4905,2227,4873,643,733,67,915
2017,21102001930100,SOMERSET CO SCHS,24039,N,41540,2400570,2958,49383,6400,1619,803,1877,2101,30051,13253,1677,1869,13252,12932,0,0,12639,0,0,111,182,50836,47083,30399,11497,26510,17566,7536,18246,3354,2686,832,3423,7951,2327,3751,2,0,0,0,0,100,13,3.3,60.9,26.8,26.2,25.6,0,0.2,15775,10277,3887,8962,5938,2548,6168,1134,908,281,1157
2017,21102102030100,TALBOT CO SCHS,24041,548,20660,2400630,4593,60560,4527,1119,1214,1192,1002,16988,4646,938,1644,9760,39045,0,0,37538,0,0,630,877,59981,58082,34912,12227,36342,22647,11003,19429,2243,3728,423,3552,9483,2311,1848,51,0,0,0,0,100,7.5,1.8,28.1,7.7,64.5,62,0,1,12565,7601,2662,7912,4931,2396,4230,488,812,92,773
2017,21102202130100,WASHINGTON CO SCHS,24043,548,25180,2400660,22545,310425,22953,6151,4941,8081,3780,181683,100367,8531,7217,65568,105789,0,0,101629,0,0,3078,1082,312993,299967,174492,77463,184561,114303,54955,103675,13296,14509,1405,19977,54488,11731,8194,4601,231,2651,0,1670,100,7.4,2,58.5,32.3,34.1,32.7,0,1,13303,7740,3436,8186,5070,2438,4599,590,644,62,886
2017,21102302230100,WICOMICO CO SCHOOLS,24045,N,41540,2400690,14889,223959,18474,5099,3202,5785,4388,149955,73230,8137,5241,63347,55530,0,0,53407,0,0,1234,889,228579,204778,137366,51935,122288,80481,36023,74219,13272,12484,1227,13950,33286,8271,22921,849,31,4932,0,3271,100,8.2,2.3,67,32.7,24.8,23.8,0,0.6,13706,9226,3488,8213,5405,2419,4985,891,838,82,937
2017,21102402330100,WORCESTER CO BOARD OF EDUCATION,24047,N,41540,2400720,6667,125176,8398,1863,1819,1784,2932,26137,6538,1752,3016,14831,90641,0,0,89441,0,0,674,526,125197,115920,74949,29516,74995,48271,21790,37980,4413,7389,490,7592,18096,2945,9134,143,0,0,0,0,100,6.7,1.5,20.9,5.2,72.4,71.5,0,0.5,17350,11242,4427,11249,7240,3268,5697,662,1108,73,1139
2017,21200400130100,BALTIMORE CITY SCHOOLS,24510,548,12580,2400090,82354,1415593,162251,58673,22078,51062,30438,959194,395307,63805,19413,480669,294148,0,0,274581,0,0,790,18777,1446939,1332778,747373,316523,839843,461282,221071,443170,65252,55314,51470,88647,182487,49765,80213,33677,271,5411,0,4568,100,11.5,4.1,67.8,27.9,20.8,19.4,0,0.1,16184,9075,3843,10198,5601,2684,5381,792,672,625,1076
2015,21100100130100,ALLEGANY COUNTY PUBLIC SCHOOLS,24001,N,19060,2400030,8865,135674,15347,2786,2558,2964,7039,87873,40188,7159,4495,36031,32454,0,0,30305,0,100,1188,861,135116,126995,70536,31778,81485,48661,22164,39768,5051,6749,636,7463,19869,5742,7814,36,271,16842,9200,728,100,11.3,2.1,64.8,29.6,23.9,22.3,0.1,0.9,14256,7957,3585,9192,5489,2500,4486,570,761,72,842
2015,21100200230100,ANNE ARUNDEL CO SCHS,24003,548,12580,2400060,79518,1188415,61031,10857,18144,15539,16491,418825,209529,26900,22026,160370,708559,0,0,694591,0,486,10794,2688,1247092,1051685,616759,264437,665631,430227,188886,357954,43135,52342,7655,76564,178258,28100,146160,24372,24875,591782,108000,42756,100,5.1,0.9,35.2,17.6,59.6,58.4,0,0.9,13220,7756,3325,8371,5410,2375,4502,542,658,96,963
2015,21100300330100,BALTIMORE COUNTY SCHOOLS,24005,548,12580,2400120,109830,1696216,92639,21853,25470,29004,16312,734418,359100,49353,29035,296930,869159,0,0,847765,0,2698,13006,5690,1666459,1474639,874038,408593,892591,569827,278032,538042,78382,65993,10667,113649,269351,44006,137584,40092,14144,488861,85208,24770,100,5.5,1.3,43.3,21.2,51.2,50,0.2,0.8,13424,7958,3720,8127,5188,2531,4899,714,601,97,1035
2015,21100500430100,CALVERT CO SCHS,24009,548,47900,2400150,16031,236526,11689,1403,3187,1384,5715,95853,59672,4357,5589,26235,128984,0,0,124025,0,0,2094,2865,231071,223419,133003,58675,140506,93536,43017,75726,10534,8659,1339,13338,41856,7187,4042,1878,1732,41794,0,5096,100,4.9,0.6,40.5,25.2,54.5,52.4,0,0.9,13813,8297,3660,8765,5835,2683,4724,657,540,84,832
2015,21100600530100,CAROLINE CO SCHS,24011,N,N,2400180,5592,83395,6744,1469,1252,2119,1904,58759,25561,2613,2555,28030,17892,0,0,13437,0,0,698,3757,75847,70845,41857,18184,43021,28300,12667,24279,3723,4182,640,4500,11234,3545,2944,1503,555,17918,5966,1502,100,8.1,1.8,70.5,30.7,21.5,16.1,0,0.8,12576,7485,3252,7693,5061,2265,4342,666,748,114,805
2015,21100700630100,CARROLL CO SCHS,24013,548,12580,2400210,25879,365515,14923,2405,5646,2590,4282,156395,98400,10255,9468,38272,194197,0,0,189147,0,111,3821,1118,363158,352194,198638,95776,222328,135787,69355,123626,18769,16641,1590,23529,63097,6240,6582,173,4209,132152,34338,9071,100,4.1,0.7,42.8,26.9,53.1,51.7,0,1,13598,7676,3701,8591,5247,2680,4777,725,643,61,909
